timestamp,lmp_usd_per_mwh,emissions_tco2_per_mwh,stress_indicator,option,availability_alpha,facility_electricity_mwh,potential_compute,delivered_compute,electricity_component_usd,carbon_component_usd,reliability_component_usd
2025-01-02 01:00:00,45.22,0.294,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5426.4,2822.4,0.0
2025-01-02 02:00:00,47.94,0.3065,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5752.799999999999,2942.4,0.0
2025-01-02 03:00:00,44.35,0.3021,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5322.0,2900.16,0.0
2025-01-02 04:00:00,42.22,0.267,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5066.4,2563.2,0.0
2025-01-02 05:00:00,40.26,0.2721,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4831.2,2612.16,0.0
2025-01-02 06:00:00,48.94,0.2622,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5872.799999999999,2517.12,0.0
2025-01-02 07:00:00,32.65,0.2777,0,Connect-and-Manage,1.0,120.0,100.0,100.0,3918.0,2665.92,0.0
2025-01-02 08:00:00,31.67,0.2684,0,Connect-and-Manage,1.0,120.0,100.0,100.0,3800.4,2576.6400000000003,0.0
2025-01-02 09:00:00,30.21,0.2576,0,Connect-and-Manage,1.0,120.0,100.0,100.0,3625.2000000000003,2472.96,0.0
2025-01-02 10:00:00,39.78,0.2601,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4773.6,2496.96,0.0
2025-01-02 11:00:00,44.45,0.274,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5334.0,2630.4,0.0
2025-01-02 12:00:00,39.06,0.268,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4687.200000000001,2572.8,0.0
2025-01-02 13:00:00,37.12,0.2666,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4454.4,2559.36,0.0
2025-01-02 14:00:00,39.8,0.263,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4776.0,2524.7999999999997,0.0
2025-01-02 15:00:00,51.24,0.2653,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6148.8,2546.8799999999997,0.0
2025-01-02 16:00:00,54.21,0.2817,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6505.2,2704.32,0.0
2025-01-02 17:00:00,55.08,0.2864,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6609.599999999999,2749.44,0.0
2025-01-02 18:00:00,49.42,0.2763,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5930.400000000001,2652.48,0.0
2025-01-02 19:00:00,55.8,0.283,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6696.0,2716.7999999999997,0.0
2025-01-02 20:00:00,55.45,0.3012,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6654.0,2891.5200000000004,0.0
2025-01-02 21:00:00,55.72,0.3098,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6686.4,2974.0800000000004,0.0
2025-01-02 22:00:00,58.64,0.2901,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7036.8,2784.96,0.0
2025-01-02 23:00:00,53.16,0.2926,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6379.2,2808.96,0.0
2025-01-03 00:00:00,53.83,0.2999,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6459.599999999999,2879.04,0.0
2025-01-03 01:00:00,47.75,0.2964,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5730.0,2845.44,0.0
2025-01-03 02:00:00,46.49,0.284,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5578.8,2726.3999999999996,0.0
2025-01-03 03:00:00,45.96,0.3053,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5515.2,2930.88,0.0
2025-01-03 04:00:00,31.01,0.2771,0,Connect-and-Manage,1.0,120.0,100.0,100.0,3721.2000000000003,2660.16,0.0
2025-01-03 05:00:00,35.77,0.2779,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4292.400000000001,2667.84,0.0
2025-01-03 06:00:00,33.27,0.2845,0,Connect-and-Manage,1.0,120.0,100.0,100.0,3992.4000000000005,2731.2,0.0
2025-01-03 07:00:00,31.26,0.2572,0,Connect-and-Manage,1.0,120.0,100.0,100.0,3751.2000000000003,2469.12,0.0
2025-01-03 08:00:00,33.11,0.2585,0,Connect-and-Manage,1.0,120.0,100.0,100.0,3973.2,2481.6,0.0
2025-01-03 09:00:00,44.07,0.2514,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5288.4,2413.44,0.0
2025-01-03 10:00:00,30.9,0.2506,0,Connect-and-Manage,1.0,120.0,100.0,100.0,3708.0,2405.7599999999998,0.0
2025-01-03 11:00:00,43.5,0.2447,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5220.0,2349.12,0.0
2025-01-03 12:00:00,29.66,0.2569,0,Connect-and-Manage,1.0,120.0,100.0,100.0,3559.2,2466.24,0.0
2025-01-03 13:00:00,40.16,0.2615,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4819.2,2510.4,0.0
2025-01-03 14:00:00,45.73,0.2599,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5487.599999999999,2495.04,0.0
2025-01-03 15:00:00,50.86,0.2677,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6103.2,2569.92,0.0
2025-01-03 16:00:00,54.02,0.2816,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6482.400000000001,2703.36,0.0
2025-01-03 17:00:00,56.59,0.268,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6790.8,2572.8,0.0
2025-01-03 18:00:00,51.32,0.2816,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6158.4,2703.36,0.0
2025-01-03 19:00:00,51.64,0.2907,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6196.8,2790.7200000000003,0.0
2025-01-03 20:00:00,59.9,0.2753,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7188.0,2642.88,0.0
2025-01-03 21:00:00,53.27,0.2984,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6392.400000000001,2864.64,0.0
2025-01-03 22:00:00,45.76,0.2719,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5491.2,2610.24,0.0
2025-01-03 23:00:00,45.03,0.2885,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5403.6,2769.6,0.0
2025-01-04 00:00:00,44.25,0.2781,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5310.0,2669.76,0.0
2025-01-04 01:00:00,50.34,0.3078,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6040.8,2954.88,0.0
2025-01-04 02:00:00,45.62,0.2771,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5474.4,2660.16,0.0
2025-01-04 03:00:00,46.32,0.2703,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5558.4,2594.8799999999997,0.0
2025-01-04 04:00:00,37.2,0.2786,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4464.0,2674.56,0.0
2025-01-04 05:00:00,38.65,0.2706,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4638.0,2597.7599999999998,0.0
2025-01-04 06:00:00,39.86,0.2566,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4783.2,2463.3599999999997,0.0
2025-01-04 07:00:00,33.25,0.2684,0,Connect-and-Manage,1.0,120.0,100.0,100.0,3990.0,2576.6400000000003,0.0
2025-01-04 08:00:00,37.51,0.2426,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4501.2,2328.96,0.0
2025-01-04 09:00:00,31.14,0.2446,0,Connect-and-Manage,1.0,120.0,100.0,100.0,3736.8,2348.1600000000003,0.0
2025-01-04 10:00:00,33.93,0.2488,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4071.6,2388.48,0.0
2025-01-04 11:00:00,35.41,0.2621,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4249.2,2516.16,0.0
2025-01-04 12:00:00,32.59,0.2645,0,Connect-and-Manage,1.0,120.0,100.0,100.0,3910.8,2539.2,0.0
2025-01-04 13:00:00,45.1,0.2719,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5412.0,2610.24,0.0
2025-01-04 14:00:00,41.95,0.2586,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5034.0,2482.56,0.0
2025-01-04 15:00:00,47.43,0.2421,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5691.6,2324.1600000000003,0.0
2025-01-04 16:00:00,52.65,0.277,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6318.0,2659.2000000000003,0.0
2025-01-04 17:00:00,54.52,0.2927,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6542.400000000001,2809.92,0.0
2025-01-04 18:00:00,57.42,0.2963,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6890.400000000001,2844.48,0.0
2025-01-04 19:00:00,53.84,0.29,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6460.8,2784.0,0.0
2025-01-04 20:00:00,52.23,0.2759,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6267.599999999999,2648.64,0.0
2025-01-04 21:00:00,53.95,0.2869,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6474.0,2754.24,0.0
2025-01-04 22:00:00,43.3,0.3064,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5196.0,2941.44,0.0
2025-01-04 23:00:00,43.16,0.2743,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5179.2,2633.2799999999997,0.0
2025-01-05 00:00:00,41.84,0.2767,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5020.8,2656.3199999999997,0.0
2025-01-05 01:00:00,41.38,0.2967,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4965.6,2848.32,0.0
2025-01-05 02:00:00,47.18,0.2856,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5661.6,2741.76,0.0
2025-01-05 03:00:00,36.76,0.2684,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4411.2,2576.6400000000003,0.0
2025-01-05 04:00:00,37.51,0.2929,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4501.2,2811.8399999999997,0.0
2025-01-05 05:00:00,45.5,0.2842,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5460.0,2728.32,0.0
2025-01-05 06:00:00,33.98,0.2638,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4077.5999999999995,2532.48,0.0
2025-01-05 07:00:00,39.55,0.2562,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4746.0,2459.52,0.0
2025-01-05 08:00:00,29.18,0.2773,0,Connect-and-Manage,1.0,120.0,100.0,100.0,3501.6,2662.08,0.0
2025-01-05 09:00:00,33.89,0.2567,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4066.8,2464.3199999999997,0.0
2025-01-05 10:00:00,30.42,0.2661,0,Connect-and-Manage,1.0,120.0,100.0,100.0,3650.4,2554.56,0.0
2025-01-05 11:00:00,35.67,0.2633,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4280.400000000001,2527.68,0.0
2025-01-05 12:00:00,44.82,0.255,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5378.4,2448.0,0.0
2025-01-05 13:00:00,31.83,0.2465,0,Connect-and-Manage,1.0,120.0,100.0,100.0,3819.6,2366.3999999999996,0.0
2025-01-05 14:00:00,47.39,0.2785,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5686.8,2673.6000000000004,0.0
2025-01-05 15:00:00,48.79,0.282,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5854.8,2707.2,0.0
2025-01-05 16:00:00,46.22,0.2499,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5546.4,2399.04,0.0
2025-01-05 17:00:00,43.17,0.2757,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5180.400000000001,2646.7200000000003,0.0
2025-01-05 18:00:00,53.87,0.2803,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6464.4,2690.88,0.0
2025-01-05 19:00:00,51.26,0.2733,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6151.2,2623.68,0.0
2025-01-05 20:00:00,56.18,0.2933,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6741.6,2815.68,0.0
2025-01-05 21:00:00,54.57,0.2792,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6548.4,2680.3199999999997,0.0
2025-01-05 22:00:00,63.05,0.2963,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7566.0,2844.48,0.0
2025-01-05 23:00:00,50.41,0.2856,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6049.2,2741.76,0.0
2025-01-06 00:00:00,43.65,0.2845,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5238.0,2731.2,0.0
2025-01-06 01:00:00,48.46,0.2916,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5815.2,2799.3600000000006,0.0
2025-01-06 02:00:00,46.11,0.279,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5533.2,2678.4,0.0
2025-01-06 03:00:00,50.36,0.3055,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6043.2,2932.7999999999997,0.0
2025-01-06 04:00:00,44.8,0.2877,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5376.0,2761.92,0.0
2025-01-06 05:00:00,39.86,0.2937,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4783.2,2819.5200000000004,0.0
2025-01-06 06:00:00,44.91,0.2738,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5389.2,2628.48,0.0
2025-01-06 07:00:00,28.0,0.2542,0,Connect-and-Manage,1.0,120.0,100.0,100.0,3360.0,2440.3199999999997,0.0
2025-01-06 08:00:00,30.96,0.2757,0,Connect-and-Manage,1.0,120.0,100.0,100.0,3715.2000000000003,2646.7200000000003,0.0
2025-01-06 09:00:00,29.58,0.2483,0,Connect-and-Manage,1.0,120.0,100.0,100.0,3549.6,2383.6800000000003,0.0
2025-01-06 10:00:00,33.8,0.2528,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4055.9999999999995,2426.8800000000006,0.0
2025-01-06 11:00:00,29.46,0.2573,0,Connect-and-Manage,1.0,120.0,100.0,100.0,3535.2000000000003,2470.0799999999995,0.0
2025-01-06 12:00:00,43.61,0.2471,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5233.2,2372.16,0.0
2025-01-06 13:00:00,40.87,0.2652,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4904.4,2545.92,0.0
2025-01-06 14:00:00,35.97,0.262,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4316.4,2515.2000000000003,0.0
2025-01-06 15:00:00,41.29,0.2749,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4954.8,2639.0399999999995,0.0
2025-01-06 16:00:00,51.68,0.2815,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6201.6,2702.3999999999996,0.0
2025-01-06 17:00:00,56.89,0.2929,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6826.8,2811.8399999999997,0.0
2025-01-06 18:00:00,65.43,0.2886,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7851.6,2770.56,0.0
2025-01-06 19:00:00,71.94,0.2896,0,Connect-and-Manage,1.0,120.0,100.0,100.0,8632.8,2780.1600000000003,0.0
2025-01-06 20:00:00,57.28,0.3126,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6873.6,3000.96,0.0
2025-01-06 21:00:00,48.52,0.2732,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5822.400000000001,2622.7200000000003,0.0
2025-01-06 22:00:00,40.66,0.2711,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4879.2,2602.5600000000004,0.0
2025-01-06 23:00:00,53.47,0.3015,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6416.4,2894.3999999999996,0.0
2025-01-07 00:00:00,44.93,0.3067,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5391.6,2944.3199999999997,0.0
2025-01-07 01:00:00,44.91,0.2918,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5389.2,2801.28,0.0
2025-01-07 02:00:00,41.14,0.2958,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4936.8,2839.6800000000003,0.0
2025-01-07 03:00:00,41.38,0.2636,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4965.6,2530.56,0.0
2025-01-07 04:00:00,46.21,0.2789,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5545.2,2677.4399999999996,0.0
2025-01-07 05:00:00,38.68,0.2562,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4641.6,2459.52,0.0
2025-01-07 06:00:00,35.2,0.2765,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4224.0,2654.4,0.0
2025-01-07 07:00:00,28.94,0.2449,0,Connect-and-Manage,1.0,120.0,100.0,100.0,3472.8,2351.04,0.0
2025-01-07 08:00:00,24.76,0.2411,0,Connect-and-Manage,1.0,120.0,100.0,100.0,2971.2000000000003,2314.56,0.0
2025-01-07 09:00:00,32.23,0.2611,0,Connect-and-Manage,1.0,120.0,100.0,100.0,3867.5999999999995,2506.56,0.0
2025-01-07 10:00:00,35.83,0.2667,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4299.599999999999,2560.3199999999997,0.0
2025-01-07 11:00:00,48.35,0.2618,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5802.0,2513.2799999999997,0.0
2025-01-07 12:00:00,40.59,0.2631,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4870.8,2525.76,0.0
2025-01-07 13:00:00,48.12,0.2686,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5774.4,2578.56,0.0
2025-01-07 14:00:00,41.81,0.2581,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5017.200000000001,2477.7599999999998,0.0
2025-01-07 15:00:00,40.29,0.2507,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4834.8,2406.72,0.0
2025-01-07 16:00:00,44.02,0.273,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5282.400000000001,2620.8,0.0
2025-01-07 17:00:00,47.53,0.2795,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5703.6,2683.2000000000003,0.0
2025-01-07 18:00:00,66.24,0.2993,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7948.799999999999,2873.28,0.0
2025-01-07 19:00:00,49.54,0.2857,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5944.8,2742.7200000000003,0.0
2025-01-07 20:00:00,59.84,0.2817,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7180.8,2704.32,0.0
2025-01-07 21:00:00,49.05,0.2959,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5886.0,2840.64,0.0
2025-01-07 22:00:00,59.06,0.2983,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7087.200000000001,2863.6800000000003,0.0
2025-01-07 23:00:00,54.19,0.2916,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6502.799999999999,2799.3600000000006,0.0
2025-01-08 00:00:00,48.89,0.2904,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5866.8,2787.84,0.0
2025-01-08 01:00:00,47.17,0.2847,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5660.400000000001,2733.12,0.0
2025-01-08 02:00:00,40.9,0.2946,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4908.0,2828.16,0.0
2025-01-08 03:00:00,44.92,0.272,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5390.400000000001,2611.2000000000003,0.0
2025-01-08 04:00:00,37.1,0.2676,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4452.0,2568.96,0.0
2025-01-08 05:00:00,30.4,0.266,0,Connect-and-Manage,1.0,120.0,100.0,100.0,3648.0,2553.6000000000004,0.0
2025-01-08 06:00:00,28.5,0.2802,0,Connect-and-Manage,1.0,120.0,100.0,100.0,3420.0,2689.92,0.0
2025-01-08 07:00:00,36.2,0.2761,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4344.0,2650.56,0.0
2025-01-08 08:00:00,44.3,0.2512,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5316.0,2411.5199999999995,0.0
2025-01-08 09:00:00,36.13,0.2723,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4335.6,2614.08,0.0
2025-01-08 10:00:00,35.46,0.2694,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4255.2,2586.24,0.0
2025-01-08 11:00:00,39.47,0.2455,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4736.4,2356.8,0.0
2025-01-08 12:00:00,47.66,0.2372,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5719.2,2277.12,0.0
2025-01-08 13:00:00,43.56,0.2594,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5227.200000000001,2490.2400000000002,0.0
2025-01-08 14:00:00,42.36,0.272,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5083.2,2611.2000000000003,0.0
2025-01-08 15:00:00,54.05,0.2872,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6486.0,2757.12,0.0
2025-01-08 16:00:00,52.4,0.2646,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6288.0,2540.16,0.0
2025-01-08 17:00:00,61.11,0.3005,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7333.2,2884.7999999999997,0.0
2025-01-08 18:00:00,54.59,0.26,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6550.8,2496.0,0.0
2025-01-08 19:00:00,47.14,0.2773,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5656.8,2662.08,0.0
2025-01-08 20:00:00,46.62,0.2801,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5594.4,2688.96,0.0
2025-01-08 21:00:00,64.39,0.3113,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7726.8,2988.4800000000005,0.0
2025-01-08 22:00:00,63.83,0.3147,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7659.599999999999,3021.12,0.0
2025-01-08 23:00:00,50.82,0.3037,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6098.4,2915.5200000000004,0.0
2025-01-09 00:00:00,47.55,0.2789,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5706.0,2677.4399999999996,0.0
2025-01-09 01:00:00,56.2,0.3066,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6744.0,2943.3599999999997,0.0
2025-01-09 02:00:00,38.2,0.289,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4584.0,2774.3999999999996,0.0
2025-01-09 03:00:00,36.89,0.2639,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4426.8,2533.44,0.0
2025-01-09 04:00:00,43.71,0.2616,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5245.2,2511.36,0.0
2025-01-09 05:00:00,35.41,0.2832,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4249.2,2718.72,0.0
2025-01-09 06:00:00,36.16,0.2677,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4339.2,2569.92,0.0
2025-01-09 07:00:00,34.21,0.2514,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4105.2,2413.44,0.0
2025-01-09 08:00:00,36.87,0.2604,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4424.4,2499.84,0.0
2025-01-09 09:00:00,43.63,0.2677,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5235.6,2569.92,0.0
2025-01-09 10:00:00,36.73,0.256,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4407.599999999999,2457.6,0.0
2025-01-09 11:00:00,41.64,0.2433,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4996.8,2335.68,0.0
2025-01-09 12:00:00,27.55,0.2673,0,Connect-and-Manage,1.0,120.0,100.0,100.0,3306.0,2566.08,0.0
2025-01-09 13:00:00,41.97,0.2691,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5036.4,2583.3599999999997,0.0
2025-01-09 14:00:00,39.79,0.2557,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4774.8,2454.72,0.0
2025-01-09 15:00:00,40.12,0.2587,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4814.4,2483.5199999999995,0.0
2025-01-09 16:00:00,44.58,0.2715,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5349.599999999999,2606.4,0.0
