timestamp,lmp_usd_per_mwh,stress_indicator,emissions_tco2_per_mwh,it_load_mw,pue,eta_compute_per_mwh_it,carbon_shadow_price_usd_per_tco2,reliability_valuation_usd_per_compute_unit,location_based_emissions_baseline_tco2_per_mwh,option,price_multiplier,stress_severity_kappa,availability_alpha,facility_electricity_mwh,potential_compute,delivered_compute,electricity_component_usd,carbon_component_usd,reliability_component_usd,crcc_hourly_numerator_usd
2025-01-03T07:00:00Z,31.26,0,0.2572,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,3751.2000000000003,2469.12,0,6220.32
2025-01-03T08:00:00Z,33.11,0,0.2585,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,3973.2,2481.6,0,6454.799999999999
2025-01-03T09:00:00Z,44.07,0,0.2514,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5288.4,2413.44,0,7701.84
2025-01-03T10:00:00Z,30.9,0,0.2506,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,3708,2405.7599999999998,0,6113.76
2025-01-03T11:00:00Z,43.5,0,0.2447,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5220,2349.12,0,7569.12
2025-01-03T12:00:00Z,29.66,0,0.2569,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,3559.2,2466.24,0,6025.44
2025-01-03T13:00:00Z,40.16,0,0.2615,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,4819.2,2510.4,0,7329.6
2025-01-03T14:00:00Z,45.73,0,0.2599,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5487.5999999999995,2495.04,0,7982.639999999999
2025-01-03T15:00:00Z,50.86,0,0.2677,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,6103.2,2569.92,0,8673.119999999999
2025-01-03T16:00:00Z,54.02,0,0.2816,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,6482.4000000000005,2703.36,0,9185.76
2025-01-03T17:00:00Z,56.59,0,0.268,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,6790.8,2572.8,0,9363.6
2025-01-03T18:00:00Z,51.32,0,0.2816,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,6158.4,2703.36,0,8861.76
2025-01-03T19:00:00Z,51.64,0,0.2907,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,6196.8,2790.7200000000003,0,8987.52
2025-01-03T20:00:00Z,59.9,0,0.2753,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,7188,2642.88,0,9830.880000000001
2025-01-03T21:00:00Z,53.27,0,0.2984,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,6392.4000000000005,2864.64,0,9257.04
2025-01-03T22:00:00Z,45.76,0,0.2719,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5491.2,2610.24,0,8101.44
2025-01-03T23:00:00Z,45.03,0,0.2885,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5403.6,2769.6,0,8173.200000000001
2025-01-04T00:00:00Z,44.25,0,0.2781,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5310,2669.76,0,7979.76
2025-01-04T01:00:00Z,50.34,0,0.3078,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,6040.8,2954.88,0,8995.68
2025-01-04T02:00:00Z,45.62,0,0.2771,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5474.4,2660.16,0,8134.5599999999995
2025-01-04T03:00:00Z,46.32,0,0.2703,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5558.4,2594.8799999999997,0,8153.279999999999
2025-01-04T04:00:00Z,37.2,0,0.2786,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,4464,2674.56,0,7138.5599999999995
2025-01-04T05:00:00Z,38.65,0,0.2706,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,4638,2597.7599999999998,0,7235.76
2025-01-04T06:00:00Z,39.86,0,0.2566,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,4783.2,2463.3599999999997,0,7246.5599999999995
2025-01-04T07:00:00Z,33.25,0,0.2684,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,3990,2576.6400000000003,0,6566.64
2025-01-04T08:00:00Z,37.51,0,0.2426,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,4501.2,2328.96,0,6830.16
2025-01-04T09:00:00Z,31.14,0,0.2446,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,3736.8,2348.1600000000003,0,6084.960000000001
2025-01-04T10:00:00Z,33.93,0,0.2488,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,4071.6,2388.48,0,6460.08
2025-01-04T11:00:00Z,35.41,0,0.2621,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,4249.2,2516.16,0,6765.36
2025-01-04T12:00:00Z,32.59,0,0.2645,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,3910.8,2539.2,0,6450
2025-01-04T13:00:00Z,45.1,0,0.2719,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5412,2610.24,0,8022.24
2025-01-04T14:00:00Z,41.95,0,0.2586,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5034,2482.56,0,7516.5599999999995
2025-01-04T15:00:00Z,47.43,0,0.2421,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5691.6,2324.1600000000003,0,8015.76
2025-01-04T16:00:00Z,52.65,0,0.277,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,6318,2659.2000000000003,0,8977.2
2025-01-04T17:00:00Z,54.52,0,0.2927,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,6542.4000000000005,2809.92,0,9352.32
2025-01-04T18:00:00Z,57.42,0,0.2963,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,6890.4000000000005,2844.48,0,9734.880000000001
2025-01-04T19:00:00Z,53.84,0,0.29,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,6460.8,2784,0,9244.8
2025-01-04T20:00:00Z,52.23,0,0.2759,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,6267.5999999999995,2648.64,0,8916.24
2025-01-04T21:00:00Z,53.95,0,0.2869,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,6474,2754.24,0,9228.24
2025-01-04T22:00:00Z,43.3,0,0.3064,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5196,2941.44,0,8137.4400000000005
2025-01-04T23:00:00Z,43.16,0,0.2743,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5179.2,2633.2799999999997,0,7812.48
2025-01-05T00:00:00Z,41.84,0,0.2767,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5020.8,2656.3199999999997,0,7677.12
2025-01-05T01:00:00Z,41.38,0,0.2967,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,4965.6,2848.32,0,7813.92
2025-01-05T02:00:00Z,47.18,0,0.2856,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5661.6,2741.76,0,8403.36
2025-01-05T03:00:00Z,36.76,0,0.2684,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,4411.2,2576.6400000000003,0,6987.84
2025-01-05T04:00:00Z,37.51,0,0.2929,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,4501.2,2811.8399999999997,0,7313.039999999999
2025-01-05T05:00:00Z,45.5,0,0.2842,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5460,2728.32,0,8188.32
2025-01-05T06:00:00Z,33.98,0,0.2638,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,4077.5999999999995,2532.48,0,6610.08
2025-01-05T07:00:00Z,39.55,0,0.2562,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,4746,2459.52,0,7205.52
2025-01-05T08:00:00Z,29.18,0,0.2773,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,3501.6,2662.08,0,6163.68
2025-01-05T09:00:00Z,33.89,0,0.2567,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,4066.8,2464.3199999999997,0,6531.12
2025-01-05T10:00:00Z,30.42,0,0.2661,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,3650.4,2554.56,0,6204.96
2025-01-05T11:00:00Z,35.67,0,0.2633,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,4280.4000000000005,2527.68,0,6808.08
2025-01-05T12:00:00Z,44.82,0,0.255,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5378.4,2448,0,7826.4
2025-01-05T13:00:00Z,31.83,0,0.2465,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,3819.6,2366.3999999999996,0,6186
2025-01-05T14:00:00Z,47.39,0,0.2785,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5686.8,2673.6000000000004,0,8360.400000000001
2025-01-05T15:00:00Z,48.79,0,0.282,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5854.8,2707.2,0,8562
2025-01-05T16:00:00Z,46.22,0,0.2499,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5546.4,2399.04,0,7945.44
2025-01-05T17:00:00Z,43.17,0,0.2757,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5180.4000000000005,2646.7200000000003,0,7827.120000000001
2025-01-05T18:00:00Z,53.87,0,0.2803,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,6464.4,2690.88,0,9155.279999999999
2025-01-05T19:00:00Z,51.26,0,0.2733,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,6151.2,2623.68,0,8774.88
2025-01-05T20:00:00Z,56.18,0,0.2933,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,6741.6,2815.68,0,9557.28
2025-01-05T21:00:00Z,54.57,0,0.2792,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,6548.4,2680.3199999999997,0,9228.72
2025-01-05T22:00:00Z,63.05,0,0.2963,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,7566,2844.48,0,10410.48
2025-01-05T23:00:00Z,50.41,0,0.2856,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,6049.2,2741.76,0,8790.96
2025-01-06T00:00:00Z,43.65,0,0.2845,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5238,2731.2,0,7969.2
2025-01-06T01:00:00Z,48.46,0,0.2916,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5815.2,2799.3600000000006,0,8614.560000000001
2025-01-06T02:00:00Z,46.11,0,0.279,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5533.2,2678.4,0,8211.6
2025-01-06T03:00:00Z,50.36,0,0.3055,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,6043.2,2932.7999999999997,0,8976
2025-01-06T04:00:00Z,44.8,0,0.2877,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5376,2761.92,0,8137.92
2025-01-06T05:00:00Z,39.86,0,0.2937,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,4783.2,2819.5200000000004,0,7602.72
2025-01-06T06:00:00Z,44.91,0,0.2738,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5389.2,2628.48,0,8017.68
2025-01-06T07:00:00Z,28,0,0.2542,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,3360,2440.3199999999997,0,5800.32
2025-01-06T08:00:00Z,30.96,0,0.2757,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,3715.2000000000003,2646.7200000000003,0,6361.92
2025-01-06T09:00:00Z,29.58,0,0.2483,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,3549.6,2383.6800000000003,0,5933.280000000001
2025-01-06T10:00:00Z,33.8,0,0.2528,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,4055.9999999999995,2426.8800000000006,0,6482.88
2025-01-06T11:00:00Z,29.46,0,0.2573,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,3535.2000000000003,2470.0799999999995,0,6005.28
2025-01-06T12:00:00Z,43.61,0,0.2471,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5233.2,2372.16,0,7605.36
2025-01-06T13:00:00Z,40.87,0,0.2652,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,4904.4,2545.92,0,7450.32
2025-01-06T14:00:00Z,35.97,0,0.262,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,4316.4,2515.2000000000003,0,6831.6
2025-01-06T15:00:00Z,41.29,0,0.2749,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,4954.8,2639.0399999999995,0,7593.84
2025-01-06T16:00:00Z,51.68,0,0.2815,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,6201.6,2702.3999999999996,0,8904
2025-01-06T17:00:00Z,56.89,0,0.2929,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,6826.8,2811.8399999999997,0,9638.64
2025-01-06T18:00:00Z,65.43,0,0.2886,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,7851.6,2770.56,0,10622.16
2025-01-06T19:00:00Z,71.94,0,0.2896,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,8632.8,2780.1600000000003,0,11412.96
2025-01-06T20:00:00Z,57.28,0,0.3126,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,6873.6,3000.96,0,9874.560000000001
2025-01-06T21:00:00Z,48.52,0,0.2732,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5822.4000000000005,2622.7200000000003,0,8445.12
2025-01-06T22:00:00Z,40.66,0,0.2711,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,4879.2,2602.5600000000004,0,7481.76
2025-01-06T23:00:00Z,53.47,0,0.3015,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,6416.4,2894.3999999999996,0,9310.8
2025-01-07T00:00:00Z,44.93,0,0.3067,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5391.6,2944.3199999999997,0,8335.92
2025-01-07T01:00:00Z,44.91,0,0.2918,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5389.2,2801.28,0,8190.48
2025-01-07T02:00:00Z,41.14,0,0.2958,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,4936.8,2839.6800000000003,0,7776.4800000000005
2025-01-07T03:00:00Z,41.38,0,0.2636,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,4965.6,2530.56,0,7496.16
2025-01-07T04:00:00Z,46.21,0,0.2789,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,5545.2,2677.4399999999996,0,8222.64
2025-01-07T05:00:00Z,38.68,0,0.2562,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,4641.6,2459.52,0,7101.120000000001
2025-01-07T06:00:00Z,35.2,0,0.2765,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,4224,2654.4,0,6878.4
2025-01-07T07:00:00Z,28.94,0,0.2449,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,3472.8,2351.04,0,5823.84
2025-01-07T08:00:00Z,24.76,0,0.2411,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,2971.2000000000003,2314.56,0,5285.76
2025-01-07T09:00:00Z,32.23,0,0.2611,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,3867.5999999999995,2506.56,0,6374.16
2025-01-07T10:00:00Z,35.83,0,0.2667,100,1.2,1,80,10000,0.2677,Connect-and-Manage,1,0.15,1,120,100,100,4299.5999999999995,2560.3199999999997,0,6859.919999999999
