timestamp,lmp_usd_per_mwh,stress_indicator,emissions_tco2_per_mwh,it_load_mw,pue,eta_compute_per_mwh_it,carbon_shadow_price_usd_per_tco2,reliability_valuation_usd_per_compute_unit,location_based_emissions_baseline_tco2_per_mwh
2025-01-03 09:00:00,44.07,0,0.2514,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-03 10:00:00,30.9,0,0.2506,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-03 11:00:00,43.5,0,0.2447,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-03 12:00:00,29.66,0,0.2569,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-03 13:00:00,40.16,0,0.2615,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-03 14:00:00,45.73,0,0.2599,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-03 15:00:00,50.86,0,0.2677,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-03 16:00:00,54.02,0,0.2816,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-03 17:00:00,56.59,0,0.268,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-03 18:00:00,51.32,0,0.2816,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-03 19:00:00,51.64,0,0.2907,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-03 20:00:00,59.9,0,0.2753,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-03 21:00:00,53.27,0,0.2984,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-03 22:00:00,45.76,0,0.2719,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-03 23:00:00,45.03,0,0.2885,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-04 00:00:00,44.25,0,0.2781,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-04 01:00:00,50.34,0,0.3078,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-04 02:00:00,45.62,0,0.2771,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-04 03:00:00,46.32,0,0.2703,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-04 04:00:00,37.2,0,0.2786,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-04 05:00:00,38.65,0,0.2706,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-04 06:00:00,39.86,0,0.2566,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-04 07:00:00,33.25,0,0.2684,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-04 08:00:00,37.51,0,0.2426,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-04 09:00:00,31.14,0,0.2446,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-04 10:00:00,33.93,0,0.2488,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-04 11:00:00,35.41,0,0.2621,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-04 12:00:00,32.59,0,0.2645,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-04 13:00:00,45.1,0,0.2719,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-04 14:00:00,41.95,0,0.2586,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-04 15:00:00,47.43,0,0.2421,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-04 16:00:00,52.65,0,0.277,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-04 17:00:00,54.52,0,0.2927,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-04 18:00:00,57.42,0,0.2963,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-04 19:00:00,53.84,0,0.29,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-04 20:00:00,52.23,0,0.2759,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-04 21:00:00,53.95,0,0.2869,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-04 22:00:00,43.3,0,0.3064,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-04 23:00:00,43.16,0,0.2743,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-05 00:00:00,41.84,0,0.2767,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-05 01:00:00,41.38,0,0.2967,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-05 02:00:00,47.18,0,0.2856,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-05 03:00:00,36.76,0,0.2684,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-05 04:00:00,37.51,0,0.2929,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-05 05:00:00,45.5,0,0.2842,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-05 06:00:00,33.98,0,0.2638,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-05 07:00:00,39.55,0,0.2562,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-05 08:00:00,29.18,0,0.2773,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-05 09:00:00,33.89,0,0.2567,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-05 10:00:00,30.42,0,0.2661,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-05 11:00:00,35.67,0,0.2633,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-05 12:00:00,44.82,0,0.255,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-05 13:00:00,31.83,0,0.2465,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-05 14:00:00,47.39,0,0.2785,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-05 15:00:00,48.79,0,0.282,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-05 16:00:00,46.22,0,0.2499,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-05 17:00:00,43.17,0,0.2757,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-05 18:00:00,53.87,0,0.2803,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-05 19:00:00,51.26,0,0.2733,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-05 20:00:00,56.18,0,0.2933,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-05 21:00:00,54.57,0,0.2792,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-05 22:00:00,63.05,0,0.2963,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-05 23:00:00,50.41,0,0.2856,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-06 00:00:00,43.65,0,0.2845,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-06 01:00:00,48.46,0,0.2916,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-06 02:00:00,46.11,0,0.279,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-06 03:00:00,50.36,0,0.3055,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-06 04:00:00,44.8,0,0.2877,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-06 05:00:00,39.86,0,0.2937,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-06 06:00:00,44.91,0,0.2738,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-06 07:00:00,28.0,0,0.2542,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-06 08:00:00,30.96,0,0.2757,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-06 09:00:00,29.58,0,0.2483,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-06 10:00:00,33.8,0,0.2528,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-06 11:00:00,29.46,0,0.2573,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-06 12:00:00,43.61,0,0.2471,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-06 13:00:00,40.87,0,0.2652,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-06 14:00:00,35.97,0,0.262,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-06 15:00:00,41.29,0,0.2749,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-06 16:00:00,51.68,0,0.2815,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-06 17:00:00,56.89,0,0.2929,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-06 18:00:00,65.43,0,0.2886,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-06 19:00:00,71.94,0,0.2896,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-06 20:00:00,57.28,0,0.3126,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-06 21:00:00,48.52,0,0.2732,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-06 22:00:00,40.66,0,0.2711,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-06 23:00:00,53.47,0,0.3015,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-07 00:00:00,44.93,0,0.3067,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-07 01:00:00,44.91,0,0.2918,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-07 02:00:00,41.14,0,0.2958,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-07 03:00:00,41.38,0,0.2636,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-07 04:00:00,46.21,0,0.2789,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-07 05:00:00,38.68,0,0.2562,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-07 06:00:00,35.2,0,0.2765,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-07 07:00:00,28.94,0,0.2449,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-07 08:00:00,24.76,0,0.2411,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-07 09:00:00,32.23,0,0.2611,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-07 10:00:00,35.83,0,0.2667,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-07 11:00:00,48.35,0,0.2618,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-07 12:00:00,40.59,0,0.2631,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-07 13:00:00,48.12,0,0.2686,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-07 14:00:00,41.81,0,0.2581,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-07 15:00:00,40.29,0,0.2507,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-07 16:00:00,44.02,0,0.273,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-07 17:00:00,47.53,0,0.2795,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-07 18:00:00,66.24,0,0.2993,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-07 19:00:00,49.54,0,0.2857,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-07 20:00:00,59.84,0,0.2817,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-07 21:00:00,49.05,0,0.2959,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-07 22:00:00,59.06,0,0.2983,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-07 23:00:00,54.19,0,0.2916,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-08 00:00:00,48.89,0,0.2904,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-08 01:00:00,47.17,0,0.2847,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-08 02:00:00,40.9,0,0.2946,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-08 03:00:00,44.92,0,0.272,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-08 04:00:00,37.1,0,0.2676,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-08 05:00:00,30.4,0,0.266,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-08 06:00:00,28.5,0,0.2802,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-08 07:00:00,36.2,0,0.2761,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-08 08:00:00,44.3,0,0.2512,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-08 09:00:00,36.13,0,0.2723,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-08 10:00:00,35.46,0,0.2694,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-08 11:00:00,39.47,0,0.2455,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-08 12:00:00,47.66,0,0.2372,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-08 13:00:00,43.56,0,0.2594,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-08 14:00:00,42.36,0,0.272,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-08 15:00:00,54.05,0,0.2872,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-08 16:00:00,52.4,0,0.2646,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-08 17:00:00,61.11,0,0.3005,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-08 18:00:00,54.59,0,0.26,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-08 19:00:00,47.14,0,0.2773,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-08 20:00:00,46.62,0,0.2801,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-08 21:00:00,64.39,0,0.3113,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-08 22:00:00,63.83,0,0.3147,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-08 23:00:00,50.82,0,0.3037,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-09 00:00:00,47.55,0,0.2789,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-09 01:00:00,56.2,0,0.3066,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-09 02:00:00,38.2,0,0.289,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-09 03:00:00,36.89,0,0.2639,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-09 04:00:00,43.71,0,0.2616,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-09 05:00:00,35.41,0,0.2832,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-09 06:00:00,36.16,0,0.2677,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-09 07:00:00,34.21,0,0.2514,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-09 08:00:00,36.87,0,0.2604,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-09 09:00:00,43.63,0,0.2677,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-09 10:00:00,36.73,0,0.256,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-09 11:00:00,41.64,0,0.2433,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-09 12:00:00,27.55,0,0.2673,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-09 13:00:00,41.97,0,0.2691,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-09 14:00:00,39.79,0,0.2557,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-09 15:00:00,40.12,0,0.2587,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-09 16:00:00,44.58,0,0.2715,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-09 17:00:00,49.91,0,0.2639,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-09 18:00:00,59.0,0,0.2887,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-09 19:00:00,46.55,0,0.2673,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-09 20:00:00,55.03,0,0.2895,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-09 21:00:00,51.6,0,0.2792,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-09 22:00:00,51.54,0,0.282,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-09 23:00:00,57.93,0,0.3157,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-10 00:00:00,53.1,0,0.297,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-10 01:00:00,55.48,0,0.2996,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-10 02:00:00,43.94,0,0.2679,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-10 03:00:00,38.1,0,0.2755,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-10 04:00:00,38.53,0,0.2833,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-10 05:00:00,39.25,0,0.2775,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-10 06:00:00,37.27,0,0.2488,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-10 07:00:00,28.7,0,0.2625,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-10 08:00:00,35.41,0,0.2652,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-10 09:00:00,36.58,0,0.2721,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-10 10:00:00,51.31,0,0.2606,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-10 11:00:00,49.06,0,0.2417,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-10 12:00:00,34.75,0,0.2436,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-10 13:00:00,40.56,0,0.2472,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-10 14:00:00,36.09,0,0.2639,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-10 15:00:00,43.91,0,0.2372,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-10 16:00:00,51.76,0,0.2685,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-10 17:00:00,59.17,0,0.296,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-10 18:00:00,49.15,0,0.2787,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-10 19:00:00,50.6,0,0.2925,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-10 20:00:00,41.98,0,0.2647,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-10 21:00:00,53.55,0,0.2763,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-10 22:00:00,47.15,0,0.3046,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-10 23:00:00,48.76,0,0.2939,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-11 00:00:00,44.63,0,0.2915,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-11 01:00:00,46.91,0,0.2804,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-11 02:00:00,34.34,0,0.2823,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-11 03:00:00,33.5,0,0.2669,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-11 04:00:00,52.67,0,0.3005,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-11 05:00:00,30.1,0,0.2965,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-11 06:00:00,29.65,0,0.2699,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-11 07:00:00,46.25,0,0.2664,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-11 08:00:00,52.32,0,0.2481,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-11 09:00:00,28.2,0,0.2366,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-11 10:00:00,34.02,0,0.2706,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-11 11:00:00,39.87,0,0.2474,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-11 12:00:00,50.26,0,0.2607,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-11 13:00:00,36.38,0,0.2618,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-11 14:00:00,43.42,0,0.2765,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-11 15:00:00,52.14,0,0.2682,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-11 16:00:00,52.5,0,0.2695,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-11 17:00:00,49.71,0,0.2759,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-11 18:00:00,52.75,0,0.2749,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-11 19:00:00,46.3,0,0.2748,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-11 20:00:00,53.46,0,0.2933,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-11 21:00:00,52.95,0,0.2938,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-11 22:00:00,54.94,0,0.317,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-11 23:00:00,48.63,0,0.2972,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-12 00:00:00,52.75,0,0.3078,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-12 01:00:00,53.58,0,0.2856,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-12 02:00:00,45.85,0,0.2947,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-12 03:00:00,44.44,0,0.2788,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-12 04:00:00,40.23,0,0.2839,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-12 05:00:00,37.85,0,0.2816,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-12 06:00:00,31.93,0,0.2672,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-12 07:00:00,37.16,0,0.2905,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-12 08:00:00,34.33,0,0.2751,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-12 09:00:00,47.82,0,0.279,100.0,1.2,1.0,80.0,10000.0,0.2677
2025-01-12 10:00:00,45.7,0,0.271,100.0,1.2,1.0,80.0,10000.0,0.2677
