timestamp,lmp_usd_per_mwh,stress_indicator,emissions_tco2_per_mwh,it_load_mw,pue,eta_compute_per_mwh_it,carbon_shadow_price_usd_per_tco2,reliability_valuation_usd_per_compute_unit,location_based_emissions_baseline_tco2_per_mwh,option,option_label,price_multiplier,carbon_exposure_multiplier,stress_severity_kappa,facility_electricity_mwh,potential_compute,availability_alpha,delivered_compute,effective_emissions_tco2_per_mwh,electricity_component_usd,carbon_component_usd,reliability_component_usd,crcc_hourly_numerator_usd
2025-01-01T19:00:00Z,54.1,0,0.2866,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2866,6492,2751.36,0,9243.36
2025-01-01T20:00:00Z,53.63,0,0.2878,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2878,6435.6,2762.88,0,9198.48
2025-01-01T21:00:00Z,50.31,0,0.2937,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2937,6037.200000000001,2819.5200000000004,0,8856.720000000001
2025-01-01T22:00:00Z,60.74,0,0.3005,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.3005,7288.8,2884.7999999999997,0,10173.6
2025-01-01T23:00:00Z,50.88,0,0.2665,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2665,6105.6,2558.4,0,8664
2025-01-02T00:00:00Z,47.18,0,0.2884,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2884,5661.6,2768.64,0,8430.24
2025-01-02T01:00:00Z,45.22,0,0.294,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.294,5426.4,2822.4,0,8248.8
2025-01-02T02:00:00Z,47.94,0,0.3065,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.3065,5752.799999999999,2942.4,0,8695.199999999999
2025-01-02T03:00:00Z,44.35,0,0.3021,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.3021,5322,2900.16,0,8222.16
2025-01-02T04:00:00Z,42.22,0,0.267,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.267,5066.4,2563.2,0,7629.5999999999995
2025-01-02T05:00:00Z,40.26,0,0.2721,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2721,4831.2,2612.16,0,7443.36
2025-01-02T06:00:00Z,48.94,0,0.2622,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2622,5872.799999999999,2517.12,0,8389.919999999998
2025-01-02T07:00:00Z,32.65,0,0.2777,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2777,3918,2665.92,0,6583.92
2025-01-02T08:00:00Z,31.67,0,0.2684,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2684,3800.4,2576.6400000000003,0,6377.040000000001
2025-01-02T09:00:00Z,30.21,0,0.2576,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2576,3625.2000000000003,2472.96,0,6098.16
2025-01-02T10:00:00Z,39.78,0,0.2601,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2601,4773.6,2496.96,0,7270.56
2025-01-02T11:00:00Z,44.45,0,0.274,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.274,5334,2630.4,0,7964.4
2025-01-02T12:00:00Z,39.06,0,0.268,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.268,4687.200000000001,2572.8,0,7260.000000000001
2025-01-02T13:00:00Z,37.12,0,0.2666,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2666,4454.4,2559.36,0,7013.76
2025-01-02T14:00:00Z,39.8,0,0.263,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.263,4776,2524.7999999999997,0,7300.799999999999
2025-01-02T15:00:00Z,51.24,0,0.2653,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2653,6148.8,2546.8799999999997,0,8695.68
2025-01-02T16:00:00Z,54.21,0,0.2817,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2817,6505.2,2704.32,0,9209.52
2025-01-02T17:00:00Z,55.08,0,0.2864,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2864,6609.5999999999995,2749.44,0,9359.039999999999
2025-01-02T18:00:00Z,49.42,0,0.2763,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2763,5930.4000000000005,2652.48,0,8582.880000000001
2025-01-02T19:00:00Z,55.8,0,0.283,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.283,6696,2716.7999999999997,0,9412.8
2025-01-02T20:00:00Z,55.45,0,0.3012,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.3012,6654,2891.5200000000004,0,9545.52
2025-01-02T21:00:00Z,55.72,0,0.3098,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.3098,6686.4,2974.0800000000004,0,9660.48
2025-01-02T22:00:00Z,58.64,0,0.2901,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2901,7036.8,2784.96,0,9821.76
2025-01-02T23:00:00Z,53.16,0,0.2926,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2926,6379.2,2808.96,0,9188.16
2025-01-03T00:00:00Z,53.83,0,0.2999,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2999,6459.5999999999995,2879.04,0,9338.64
2025-01-03T01:00:00Z,47.75,0,0.2964,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2964,5730,2845.44,0,8575.44
2025-01-03T02:00:00Z,46.49,0,0.284,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.284,5578.8,2726.3999999999996,0,8305.2
2025-01-03T03:00:00Z,45.96,0,0.3053,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.3053,5515.2,2930.88,0,8446.08
2025-01-03T04:00:00Z,31.01,0,0.2771,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2771,3721.2000000000003,2660.16,0,6381.360000000001
2025-01-03T05:00:00Z,35.77,0,0.2779,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2779,4292.4000000000005,2667.84,0,6960.240000000001
2025-01-03T06:00:00Z,33.27,0,0.2845,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2845,3992.4000000000005,2731.2,0,6723.6
2025-01-03T07:00:00Z,31.26,0,0.2572,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2572,3751.2000000000003,2469.12,0,6220.32
2025-01-03T08:00:00Z,33.11,0,0.2585,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2585,3973.2,2481.6,0,6454.799999999999
2025-01-03T09:00:00Z,44.07,0,0.2514,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2514,5288.4,2413.44,0,7701.84
2025-01-03T10:00:00Z,30.9,0,0.2506,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2506,3708,2405.7599999999998,0,6113.76
2025-01-03T11:00:00Z,43.5,0,0.2447,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2447,5220,2349.12,0,7569.12
2025-01-03T12:00:00Z,29.66,0,0.2569,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2569,3559.2,2466.24,0,6025.44
2025-01-03T13:00:00Z,40.16,0,0.2615,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2615,4819.2,2510.4,0,7329.6
2025-01-03T14:00:00Z,45.73,0,0.2599,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2599,5487.5999999999995,2495.04,0,7982.639999999999
2025-01-03T15:00:00Z,50.86,0,0.2677,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2677,6103.2,2569.92,0,8673.119999999999
2025-01-03T16:00:00Z,54.02,0,0.2816,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2816,6482.4000000000005,2703.36,0,9185.76
2025-01-03T17:00:00Z,56.59,0,0.268,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.268,6790.8,2572.8,0,9363.6
2025-01-03T18:00:00Z,51.32,0,0.2816,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2816,6158.4,2703.36,0,8861.76
2025-01-03T19:00:00Z,51.64,0,0.2907,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2907,6196.8,2790.7200000000003,0,8987.52
2025-01-03T20:00:00Z,59.9,0,0.2753,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2753,7188,2642.88,0,9830.880000000001
2025-01-03T21:00:00Z,53.27,0,0.2984,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2984,6392.4000000000005,2864.64,0,9257.04
2025-01-03T22:00:00Z,45.76,0,0.2719,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2719,5491.2,2610.24,0,8101.44
2025-01-03T23:00:00Z,45.03,0,0.2885,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2885,5403.6,2769.6,0,8173.200000000001
2025-01-04T00:00:00Z,44.25,0,0.2781,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2781,5310,2669.76,0,7979.76
2025-01-04T01:00:00Z,50.34,0,0.3078,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.3078,6040.8,2954.88,0,8995.68
2025-01-04T02:00:00Z,45.62,0,0.2771,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2771,5474.4,2660.16,0,8134.5599999999995
2025-01-04T03:00:00Z,46.32,0,0.2703,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2703,5558.4,2594.8799999999997,0,8153.279999999999
2025-01-04T04:00:00Z,37.2,0,0.2786,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2786,4464,2674.56,0,7138.5599999999995
2025-01-04T05:00:00Z,38.65,0,0.2706,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2706,4638,2597.7599999999998,0,7235.76
2025-01-04T06:00:00Z,39.86,0,0.2566,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2566,4783.2,2463.3599999999997,0,7246.5599999999995
2025-01-04T07:00:00Z,33.25,0,0.2684,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2684,3990,2576.6400000000003,0,6566.64
2025-01-04T08:00:00Z,37.51,0,0.2426,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2426,4501.2,2328.96,0,6830.16
2025-01-04T09:00:00Z,31.14,0,0.2446,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2446,3736.8,2348.1600000000003,0,6084.960000000001
2025-01-04T10:00:00Z,33.93,0,0.2488,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2488,4071.6,2388.48,0,6460.08
2025-01-04T11:00:00Z,35.41,0,0.2621,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2621,4249.2,2516.16,0,6765.36
2025-01-04T12:00:00Z,32.59,0,0.2645,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2645,3910.8,2539.2,0,6450
2025-01-04T13:00:00Z,45.1,0,0.2719,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2719,5412,2610.24,0,8022.24
2025-01-04T14:00:00Z,41.95,0,0.2586,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2586,5034,2482.56,0,7516.5599999999995
2025-01-04T15:00:00Z,47.43,0,0.2421,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2421,5691.6,2324.1600000000003,0,8015.76
2025-01-04T16:00:00Z,52.65,0,0.277,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.277,6318,2659.2000000000003,0,8977.2
2025-01-04T17:00:00Z,54.52,0,0.2927,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2927,6542.4000000000005,2809.92,0,9352.32
2025-01-04T18:00:00Z,57.42,0,0.2963,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2963,6890.4000000000005,2844.48,0,9734.880000000001
2025-01-04T19:00:00Z,53.84,0,0.29,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.29,6460.8,2784,0,9244.8
2025-01-04T20:00:00Z,52.23,0,0.2759,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2759,6267.5999999999995,2648.64,0,8916.24
2025-01-04T21:00:00Z,53.95,0,0.2869,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2869,6474,2754.24,0,9228.24
2025-01-04T22:00:00Z,43.3,0,0.3064,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.3064,5196,2941.44,0,8137.4400000000005
2025-01-04T23:00:00Z,43.16,0,0.2743,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2743,5179.2,2633.2799999999997,0,7812.48
2025-01-05T00:00:00Z,41.84,0,0.2767,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2767,5020.8,2656.3199999999997,0,7677.12
2025-01-05T01:00:00Z,41.38,0,0.2967,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2967,4965.6,2848.32,0,7813.92
2025-01-05T02:00:00Z,47.18,0,0.2856,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2856,5661.6,2741.76,0,8403.36
2025-01-05T03:00:00Z,36.76,0,0.2684,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2684,4411.2,2576.6400000000003,0,6987.84
2025-01-05T04:00:00Z,37.51,0,0.2929,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2929,4501.2,2811.8399999999997,0,7313.039999999999
2025-01-05T05:00:00Z,45.5,0,0.2842,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2842,5460,2728.32,0,8188.32
2025-01-05T06:00:00Z,33.98,0,0.2638,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2638,4077.5999999999995,2532.48,0,6610.08
2025-01-05T07:00:00Z,39.55,0,0.2562,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2562,4746,2459.52,0,7205.52
2025-01-05T08:00:00Z,29.18,0,0.2773,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2773,3501.6,2662.08,0,6163.68
2025-01-05T09:00:00Z,33.89,0,0.2567,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2567,4066.8,2464.3199999999997,0,6531.12
2025-01-05T10:00:00Z,30.42,0,0.2661,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2661,3650.4,2554.56,0,6204.96
2025-01-05T11:00:00Z,35.67,0,0.2633,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2633,4280.4000000000005,2527.68,0,6808.08
2025-01-05T12:00:00Z,44.82,0,0.255,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.255,5378.4,2448,0,7826.4
2025-01-05T13:00:00Z,31.83,0,0.2465,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2465,3819.6,2366.3999999999996,0,6186
2025-01-05T14:00:00Z,47.39,0,0.2785,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2785,5686.8,2673.6000000000004,0,8360.400000000001
2025-01-05T15:00:00Z,48.79,0,0.282,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.282,5854.8,2707.2,0,8562
2025-01-05T16:00:00Z,46.22,0,0.2499,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2499,5546.4,2399.04,0,7945.44
2025-01-05T17:00:00Z,43.17,0,0.2757,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2757,5180.4000000000005,2646.7200000000003,0,7827.120000000001
2025-01-05T18:00:00Z,53.87,0,0.2803,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2803,6464.4,2690.88,0,9155.279999999999
2025-01-05T19:00:00Z,51.26,0,0.2733,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2733,6151.2,2623.68,0,8774.88
2025-01-05T20:00:00Z,56.18,0,0.2933,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2933,6741.6,2815.68,0,9557.28
2025-01-05T21:00:00Z,54.57,0,0.2792,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2792,6548.4,2680.3199999999997,0,9228.72
2025-01-05T22:00:00Z,63.05,0,0.2963,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2963,7566,2844.48,0,10410.48
2025-01-05T23:00:00Z,50.41,0,0.2856,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2856,6049.2,2741.76,0,8790.96
2025-01-06T00:00:00Z,43.65,0,0.2845,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2845,5238,2731.2,0,7969.2
2025-01-06T01:00:00Z,48.46,0,0.2916,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2916,5815.2,2799.3600000000006,0,8614.560000000001
2025-01-06T02:00:00Z,46.11,0,0.279,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.279,5533.2,2678.4,0,8211.6
2025-01-06T03:00:00Z,50.36,0,0.3055,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.3055,6043.2,2932.7999999999997,0,8976
2025-01-06T04:00:00Z,44.8,0,0.2877,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2877,5376,2761.92,0,8137.92
2025-01-06T05:00:00Z,39.86,0,0.2937,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2937,4783.2,2819.5200000000004,0,7602.72
2025-01-06T06:00:00Z,44.91,0,0.2738,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2738,5389.2,2628.48,0,8017.68
2025-01-06T07:00:00Z,28,0,0.2542,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2542,3360,2440.3199999999997,0,5800.32
2025-01-06T08:00:00Z,30.96,0,0.2757,100,1.2,1,80,10000,0.2677,Connect-and-Manage,Connect-and-Manage,1,1,0.15,120,100,1,100,0.2757,3715.2000000000003,2646.7200000000003,0,6361.92
